# 2497 distinct multisets of maximal run lengths
# count  multiset
1 11,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
1 11,4,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,2,2,2,2,2,2,2,2,2
1 11,4,3,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,2,2,2,2,2,2,2
1 11,4,3,3,3,3,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,2,2,2,2,2,2
1 11,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,3,3,3,2,2,2,2,2,2,2,2
1 11,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 11,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 11,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,7,5,5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,3,2,2,2,2,2,2,2
1 12,4,3,3,2,2,2,2,2,2,2,2
1 12,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,3,3,3,2,2,2,2,2,2,2,2
1 12,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 12,5,3,3,2,2,2,2,2,2,2,2,2,2
1 12,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 12,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2
1 13,5,3,2,2,2,2,2,2,2,2
1 13,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 13,5,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,3,3,3,3,2,2,2,2,2,2,2,2
1 14,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 14,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 14,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 14,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 15,3,3,3,2,2,2,2,2,2,2,2
1 15,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 15,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 15,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 15,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 15,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 15,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 15,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 15,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 15,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 15,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 15,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 15,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
